"TIME","GEO","CITIZEN","ISCED11","AGE","UNIT","SEX","Value"
"2019","ITF5","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","76.6"
"2019","ITF5","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","60.0"
"2019","ITF6","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","34.8"
"2019","ITF6","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","49.9"
"2019","ITF6","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","19.6"
"2019","ITF6","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","49.2"
"2019","ITF6","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","62.8"
"2019","ITF6","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","34.3"
"2019","ITF6","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","64.9"
"2019","ITF6","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","71.4"
"2019","ITF6","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","60.3"
"2019","ITG","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","37.4"
"2019","ITG","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","52.9"
"2019","ITG","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","20.5"
"2019","ITG","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","51.6"
"2019","ITG","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","61.5"
"2019","ITG","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","41.9"
"2019","ITG","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","70.5"
"2019","ITG","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","75.0"
"2019","ITG","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","67.2"
"2019","ITG1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","33.6"
"2019","ITG1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","50.3"
"2019","ITG1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","16.3"
"2019","ITG1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","49.3"
"2019","ITG1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","60.2"
"2019","ITG1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","38.5"
"2019","ITG1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","68.0"
"2019","ITG1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","74.7"
"2019","ITG1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","63.1"
"2019","ITG2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","49.3"
"2019","ITG2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","60.1"
"2019","ITG2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","35.2"
"2019","ITG2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","58.4"
"2019","ITG2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","65.5"
"2019","ITG2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","52.0"
"2019","ITG2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","76.4"
"2019","ITG2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","75.8"
"2019","ITG2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","76.9"
"2019","CY","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","63.2"
"2019","CY","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","73.8"
"2019","CY","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","51.5"
"2019","CY","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","72.7"
"2019","CY","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","78.5"
"2019","CY","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","65.8"
"2019","CY","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","83.3"
"2019","CY","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.4"
"2019","CY","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","78.9"
"2019","CY0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","63.2"
"2019","CY0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","73.8"
"2019","CY0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","51.5"
"2019","CY0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","72.7"
"2019","CY0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","78.5"
"2019","CY0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","65.8"
"2019","CY0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","83.3"
"2019","CY0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.4"
"2019","CY0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","78.9"
"2019","CY00","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","63.2"
"2019","CY00","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","73.8"
"2019","CY00","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","51.5"
"2019","CY00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","72.7"
"2019","CY00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","78.5"
"2019","CY00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","65.8"
"2019","CY00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","83.3"
"2019","CY00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.4"
"2019","CY00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","78.9"
"2019","LV","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","59.9"
"2019","LV","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","65.4"
"2019","LV","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","50.8"
"2019","LV","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","73.2"
"2019","LV","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","77.0"
"2019","LV","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","68.8"
"2019","LV","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","89.0"
"2019","LV","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","91.1"
"2019","LV","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","87.8"
"2019","LV0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","59.9"
"2019","LV0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","65.4"
"2019","LV0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","50.8"
"2019","LV0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","73.2"
"2019","LV0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","77.0"
"2019","LV0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","68.8"
"2019","LV0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","89.0"
"2019","LV0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","91.1"
"2019","LV0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","87.8"
"2019","LV00","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","59.9"
"2019","LV00","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","65.4"
"2019","LV00","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","50.8"
"2019","LV00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","73.2"
"2019","LV00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","77.0"
"2019","LV00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","68.8"
"2019","LV00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","89.0"
"2019","LV00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","91.1"
"2019","LV00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","87.8"
"2019","LT","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","47.9"
"2019","LT","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","53.3"
"2019","LT","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","38.9"
"2019","LT","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","71.6"
