"TIME","GEO","UNIT","NACE_R2","INDIC_SE","Value","Flag and Footnotes"
"2014","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.6",""
"2014","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","59.8",""
"2014","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","50.3",""
"2014","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","64.0",""
"2014","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.5",""
"2014","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.3",""
"2014","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2014","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.6",""
"2014","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","53.1",""
"2014","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.9",""
"2014","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","56.0",""
"2014","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.3",""
"2014","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","50.6",""
"2014","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.2",""
"2014","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","51.7",""
"2014","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2014","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2014","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2014","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2014","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.1",""
"2014","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
